AR_Ref,FA_CodeFamille,AR_Design,Colonne1, AR_PrixVen, Stock_TOTAL
DEA1245,BATORDPOR,APPLE BATTERIE ORDINATEUR MACBOOK A1245,BATTERIE ORDINATEUR PORTABLE,10000,0
DEA1331,BATORDPOR,DELL BATTERIE ORDINATEUR A1331 / A1342,BATTERIE ORDINATEUR PORTABLE,15000,1
DEA840,BATORDPOR,"DELL BATTERIE ORDINATEUR A840 VOSTRO A840 SERIES,A860,A860N,",BATTERIE ORDINATEUR PORTABLE,10000,32
DEB451,BATORDPOR,DELL BATTERIE ORDINATEUR B451,BATTERIE ORDINATEUR PORTABLE,10000,0
DEBEE010102,BATORDPOR,DELL BATTERIE ORDINATEUR BEE010102,BATTERIE ORDINATEUR PORTABLE,10000,0
DEBEE0102,BATORDPOR,DELL BATTERIE ORDINATEUR BEE0102,BATTERIE ORDINATEUR PORTABLE,10000,1
DEBEE10177,BATORDPOR,DELL BATTERIE ORDINATEUR  BEE10177,BATTERIE ORDINATEUR PORTABLE,10000,2
DEC400,BATORDPOR,DELL BATTERIE ORDINATEUT C400/LATITUDE C400 SERIES,BATTERIE ORDINATEUR PORTABLE,10000,2
DECP1,BATORDPOR,DELL BATTERIE ORDINATEUR CP1,BATTERIE ORDINATEUR PORTABLE,10000,0
DED400,BATORDPOR,DELL BATTERIE ORDINATEUR D400/LATITUDE D400 SERIES,BATTERIE ORDINATEUR PORTABLE,10000,3
DED630,BATORDPOR,DELL BATTERIE ORDINATEUR D630,BATTERIE ORDINATEUR PORTABLE,10000,0
DED820,BATORDPOR,DELL BATTERIE ORDINATEUR D820/D531/D830,BATTERIE ORDINATEUR PORTABLE,10000,1
DEDJ1J0,BATORDPOR,DELL BATTERIE ORDINATEUR DJ1J0/ 7280 /7480,BATTERIE ORDINATEUR PORTABLE,30000,0
DEDXGH8,BATORDPOR,DELL BATTERIE ORDINATEUR DXGH8 XPS 13 9370/ 13 9380/ ORIGINAL,BATTERIE ORDINATEUR PORTABLE,25000,29
DEE4300,BATORDPOR,DELL BATTERIE ORDINATEUR E4300/DL 4300 LH-AT/4310,BATTERIE ORDINATEUR PORTABLE,10000,21
DEE5400,BATORDPOR,DELL BATTERIE ORDINATEUR E5400  DELL LATITUDE E5400 E5410 E5500 E5510,BATTERIE ORDINATEUR PORTABLE,10000,0
DEE5450,BATORDPOR,DELL BATTERIE ORDINATEUR E5450 / E5470 / E5270 / E5250 /,BATTERIE ORDINATEUR PORTABLE,25000,1
DEE6320,BATORDPOR,DELL BATTERIE ORDINATEUR E6320  E6220 E6230 E6120  / E6330 / RFJMW,BATTERIE ORDINATEUR PORTABLE,15000,0
DEE6400,BATORDPOR,DELL BATTERIE ORDINATEUR E6510/E6400/E6410/E6500/M2400/M4400,BATTERIE ORDINATEUR PORTABLE,10000,14
DEE7440,BATORDPOR,DELL BATTERIE ORDINATEUR  E7440/E7450/E7420/V8XN3 / 34GKR / PFXCR,BATTERIE ORDINATEUR PORTABLE,25000,0
DEGK5KY,BATORDPOR,DELL BATTERIE ORDINATEUR GK5KY/3147/3148/3157/3158/347/7348/7352/,BATTERIE ORDINATEUR PORTABLE,25000,7
DELATITUDEVFV59,BATORDPOR,DELL BATTERIE ORDINATEUR LATITUDE VFV59 / GVD76 / E7250 / E7240,BATTERIE ORDINATEUR PORTABLE,20000,0
DELL3401I3,BATORDPOR,DELL BATTERIE ORDINATEUR 3401 I3,BATTERIE ORDINATEUR PORTABLE,270000,0
DEM1210,BATORDPOR,DELL BATTERIE ORDINATEUR M1210,BATTERIE ORDINATEUR PORTABLE,10000,5
DEM1330,BATORDPOR,DELL BATTERIE ORDINATEUR 1330/XPS M133/ DELL INSPIRON 1318/INSPIRON13,BATTERIE ORDINATEUR PORTABLE,10000,0
DEM1530,BATORDPOR,DELL BATTERIE ORDINATEUR 1530/XPS M1530,BATTERIE ORDINATEUR PORTABLE,10000,7
DEM4010,BATORDPOR,"DELL BATTERIE ORD M4010 INSPIRON 14V,14VR,M4010,N4020,N4030 / TKV2V",BATTERIE ORDINATEUR PORTABLE,10000,4
DEM6600,BATORDPOR,DELL BATTERIE ORDINATEUR  M6600/ M4800/ M4700/ M6700/ M6800/ FV993,BATTERIE ORDINATEUR PORTABLE,25000,1
DEMFKVP,BATORDPOR,DELL BATTERIE ORDINATEUR MFKVP/7720/7510/7710,BATTERIE ORDINATEUR PORTABLE,30000,4
DEMINI10,BATORDPOR,DELL BATTERIE ORDINATEUR MINI 10V/MINI 1010/1011/K711N/11Z1 1110,BATTERIE ORDINATEUR PORTABLE,10000,3
DEMINI110BK,BATORDPOR,DELL BATTERIE ORDINATEUR MINI110,BATTERIE ORDINATEUR PORTABLE,10000,0
DEMINI9,BATORDPOR,DELL BATTERIE ORDINATEUR MINI9,BATTERIE ORDINATEUR PORTABLE,10000,0
DEN4010,BATORDPOR,DELL BATTERIE ORDINATEUR N4010 INSPIRON N3010-N5050 13R 3010- J1KND,BATTERIE ORDINATEUR PORTABLE,10000,0
DENNF1C,BATORDPOR,DELL BATTERIE ORDINATEUR NNF1C XPS 13 9365/ ORIGINAL,BATTERIE ORDINATEUR PORTABLE,30000,8
DEPW23Y,BATORDPOR,DELL BATTERIE ORDINATEUR PW23Y 13 9360 2017/ ORIGINAL,BATTERIE ORDINATEUR PORTABLE,25000,6
DERYXXH,BATORDPOR,DELL BATTERIE ORDINATEUR RYXXH/E5250,BATTERIE ORDINATEUR PORTABLE,25000,5
DESQU701,BATORDPOR,DELL BATTERIE ORDINATEUR SQU701,BATTERIE ORDINATEUR PORTABLE,10000,3
DEV13,BATORDPOR,DELL BATTERIE ORDINATEUR V13,BATTERIE ORDINATEUR PORTABLE,20000,4
DEVOSTROV11.1V,BATORDPOR,DELL BATTERIE ORDINATEUR VOSTRO V11.1V,BATTERIE ORDINATEUR PORTABLE,10000,0
DEVOSTROV131,BATORDPOR,DELL BATTERIE ORDINATEUR VOSTRO V131/H7XW1/,BATTERIE ORDINATEUR PORTABLE,20000,6
DEWDXOR,BATORDPOR,DELL BATTERIE ORDINATEUR WDXOR 42WH/ 5570 / E5540-2S2/ 6MT4T/ P69G,BATTERIE ORDINATEUR PORTABLE,25000,0
DEXPS13,BATORDPOR,DELL BATTERIE ORDINATEUR XPS 19 9343 / JD25G,BATTERIE ORDINATEUR PORTABLE,25000,0
DEXPS14,BATORDPOR,DELL BATTERIE ORDINATEUR XPS 14,BATTERIE ORDINATEUR PORTABLE,10000,6
DEXPS15,BATORDPOR,DELL BATTERIE ORDINATEUR XPS15,BATTERIE ORDINATEUR PORTABLE,20000,13
DEXS14,BATORDPOR,DELL BATTERIE ORDINATEUR PS14,BATTERIE ORDINATEUR PORTABLE,10000,0
DEY9NOO,BATORDPOR,DELL BATTERIE ORDINATEUR Y9NOO XPS 13 L312X L322X 9333/ 3Q33 ORIGINAL,BATTERIE ORDINATEUR PORTABLE,25000,33
DEZ600,BATORDPOR,DELL BATTERIE ORDINATEUR  Z600 LATITUDE Z Z600 SERIES,BATTERIE ORDINATEUR PORTABLE,10000,3
DL1710LHAT,BATORDPOR,DELL BATTERIE ORDINATEUR DL 1710LH-AT,BATTERIE ORDINATEUR PORTABLE,10000,1
E320,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR E320 / X131E /X121E / X130 /45N1063,BATTERIE ORDINATEUR PORTABLE,20000,6
E43,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR E43,BATTERIE ORDINATEUR PORTABLE,10000,3
E46,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR E46 / L10P6Y21 / L09M6Y23,BATTERIE ORDINATEUR PORTABLE,10000,5
F31,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR F31,BATTERIE ORDINATEUR PORTABLE,10000,3
FJBP250,BATORDPOR,FUJITSU BATTERIE ORDINATEUR BP250,BATTERIE ORDINATEUR PORTABLE,10000,0
FMVNBP152,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FMNVBP152,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCB102,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCB102,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP101,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP101,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP102,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCB102,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP105,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP105,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP107,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP107,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP119,BATORDPOR,BATTERIE ORDINATEUR FUJITSU FPCBP119,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP144,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP144,BATTERIE ORDINATEUR PORTABLE,10000,3
FPCBP152,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP125,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP155,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP155,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP163,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP163,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP164Z,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP164Z,BATTERIE ORDINATEUR PORTABLE,10000,1
FPCBP176,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP176,BATTERIE ORDINATEUR PORTABLE,10000,1
FPCBP179,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP179,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP183,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP183,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP186,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP186,BATTERIE ORDINATEUR PORTABLE,10000,3
FPCBP192,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP192,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP205,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP205,BATTERIE ORDINATEUR PORTABLE,10000,3
FPCBP216,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP216,BATTERIE ORDINATEUR PORTABLE,10000,3
FPCBP25,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP25,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP250,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP250,BATTERIE ORDINATEUR PORTABLE,10000,0
FPCBP263,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP263,BATTERIE ORDINATEUR PORTABLE,10000,1
FPCBP268,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP268,BATTERIE ORDINATEUR PORTABLE,10000,3
FPCBP37,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP37,BATTERIE ORDINATEUR PORTABLE,10000,3
FPCBP59,BATORDPOR,FUJITSU BATTERIE ORDINATEUR BP59,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP69,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP69,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP78,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP78,BATTERIE ORDINATEUR PORTABLE,10000,1
FPCBP79,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP79,BATTERIE ORDINATEUR PORTABLE,10000,3
FPCBP83,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP83,BATTERIE ORDINATEUR PORTABLE,10000,2
FPCBP96,BATORDPOR,FUJITSU BATTERIE ORDINATEUR FPCBP96,BATTERIE ORDINATEUR PORTABLE,10000,3
FU2510,BATORDPOR,FUJITSU BATTERIE ORDINATEUR 2510,BATTERIE ORDINATEUR PORTABLE,10000,0
FUA532,BATORDPOR,FUJITSU BATTERIE ORDINATEUR A532,BATTERIE ORDINATEUR PORTABLE,10000,0
FUBP147,BATORDPOR,FUJITSU BATTERIE ORDINATEUR BP147,BATTERIE ORDINATEUR PORTABLE,10000,2
FUBP151,BATORDPOR,FUJITSU BATTERIE ORDINATEUR BP151,BATTERIE ORDINATEUR PORTABLE,10000,2
FUBP160,BATORDPOR,FUJITSU BATTERIE ORDINATEUR BP160,BATTERIE ORDINATEUR PORTABLE,10000,2
FUBP163Z,BATORDPOR,FUJITSU BATTERIE ORDINATEUR BP163Z,BATTERIE ORDINATEUR PORTABLE,10000,2
FUBTP52EW,BATORDPOR,FUJITSU BATTERIE ORDINATEUR BTP52EW,BATTERIE ORDINATEUR PORTABLE,10000,3
FUJ2510,BATORDPOR,FUJITSU BATTERIE ORDINATEUR 2510,BATTERIE ORDINATEUR PORTABLE,-,6
FULH531,BATORDPOR,FUJITSU BATTERIE ORDINATEUR LH531,BATTERIE ORDINATEUR PORTABLE,10000,0
FUM675,BATORDPOR,FUJITSU BATTERIE ORDINATEUR  M675,BATTERIE ORDINATEUR PORTABLE,10000,0
FUPI2450,BATORDPOR,FUJITSU BATTERIE ORDINATEUR PI2450,BATTERIE ORDINATEUR PORTABLE,10000,3
FUPI2550,BATORDPOR,FUJITSU BATTERIE ORDINATEUR PI2550,BATTERIE ORDINATEUR PORTABLE,10000,9
FUPL3540,BATORDPOR,FUJITSU BATTERIE ORDINATEUR PL3540,BATTERIE ORDINATEUR PORTABLE,10000,3
FUSKU504,BATORDPOR,FUJITSU BATTERIE ORDINATEUR SKU504,BATTERIE ORDINATEUR PORTABLE,10000,0
FUUN755,BATORDPOR,FUJITSU BATTERIE ORDINATEUR UN755,BATTERIE ORDINATEUR PORTABLE,10000,3
FUV6535,BATORDPOR,FUJITSU BATTERIE ORDINATEUR V6535,BATTERIE ORDINATEUR PORTABLE,10000,4
G230,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR G230,BATTERIE ORDINATEUR PORTABLE,10000,3
G40,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR G40,BATTERIE ORDINATEUR PORTABLE,10000,2
G400,BATORDPOR,IBM-LENOVO BATTERIE ORD G400/G400S / LO400SL7-AT,BATTERIE ORDINATEUR PORTABLE,10000,4
G430,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR G430,BATTERIE ORDINATEUR PORTABLE,10000,1
G5045G,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR G50-45-G,BATTERIE ORDINATEUR PORTABLE,10000,0
GATEWAY3830T,BATORDPOR,GATEWAY BATTERIE ORDINATEUR GATEWAY3830T,BATTERIE ORDINATEUR PORTABLE,10000,1
GATEWAYBEE10518,BATORDPOR,GATEWAY BATTERIE ORDINATEUR GATEWAYBEE10518,BATTERIE ORDINATEUR PORTABLE,10000,2
GATEWAYEC39C,BATORDPOR,GATEWAY BATTERIE ORDINATEUR GATEWAYEC39C,BATTERIE ORDINATEUR PORTABLE,10000,1
GATEWAYM360,BATORDPOR,GATEWAY BATTERIE ORDINATEUR GATEWAYM360,BATTERIE ORDINATEUR PORTABLE,10000,1
HP1103000,BATORDPOR,HP BATTERIE ORDINATEUR HP 110-3000,BATTERIE ORDINATEUR PORTABLE,10000,0
HP1200,BATORDPOR,HP BATTERIE ORDINATEUR B1200 / 2210B / B1216/B2210,BATTERIE ORDINATEUR PORTABLE,10000,2
HP2133,BATORDPOR,HP BATTERIE ORDINATEUR 2133/MINI NOTE/MINI 2140,BATTERIE ORDINATEUR PORTABLE,10000,3
HP2230S,BATORDPOR,HP BATTERIE ORDINATEUR 2230S/PRESARIO CQ20-100 SERIES/CQ20-101TU/OB84,BATTERIE ORDINATEUR PORTABLE,10000,8
HP25230P,BATORDPOR,HP BATTERIE ORDINATEUR25230P,BATTERIE ORDINATEUR PORTABLE,10000,0
HP2530,BATORDPOR,HP BATTERIE ORDINATEUR 2530,BATTERIE ORDINATEUR PORTABLE,10000,0
HP2560,BATORDPOR,HP BATTERIE ORDINATEUR 2560P / ASFASF / SX06 / 2570P,BATTERIE ORDINATEUR PORTABLE,10000,8
HP2700,BATORDPOR,HP BATTERIE ORDINATEUR 2700,BATTERIE ORDINATEUR PORTABLE,10000,1
HP3310,BATORDPOR,HP BATTERIE ORDINATEUR 3310 LHAT/ DM1/HSTNN-IBON/PT06/HSTNN-Q44,BATTERIE ORDINATEUR PORTABLE,10000,14
HP3819,BATORDPOR,HP BATTERIE ORDINATEUR 3819,BATTERIE ORDINATEUR PORTABLE,10000,2
HP4210S,BATORDPOR,HP BATTERIE ORDINATEUR 4210S PROBOOK 4210S/4310S / 4311S,BATTERIE ORDINATEUR PORTABLE,10000,6
HP4230S,BATORDPOR,HP BATTERIE ORDINATEUR 4230S/PROBOOK 4230S,BATTERIE ORDINATEUR PORTABLE,10000,18
HP4320S,BATORDPOR,HP BATTERIE ORDINATEUR 4320S/PH06/4325S/4320T/4525S/4720S/4321,BATTERIE ORDINATEUR PORTABLE,10000,7
HP4340S,BATORDPOR,HP BATTERIE ORDINATEUR 4340S,BATTERIE ORDINATEUR PORTABLE,10000,0
HP4420S,BATORDPOR,HP BATTERIE ORDINATEUR 4420S,BATTERIE ORDINATEUR PORTABLE,10000,18
HP4510S,BATORDPOR,HP BATTERIE ORDINATEUR4510S PROBOOK 4510S PROBOOK 4710S PROB 4515S,BATTERIE ORDINATEUR PORTABLE,10000,8
HP4520,BATORDPOR,HP BATTERIE ORDINATEUR 4520,BATTERIE ORDINATEUR PORTABLE,10000,0
HP4530,BATORDPOR,HP BATTERIE ORDINATEUR 4530,BATTERIE ORDINATEUR PORTABLE,10000,0
HP4710,BATORDPOR,HP BATTERIE ORDINATEUR 4710,BATTERIE ORDINATEUR PORTABLE,10000,0
HP4720,BATORDPOR,HP BATTERIE ORDINATEUR 4720,BATTERIE ORDINATEUR PORTABLE,10000,4
HP4730S,BATORDPOR,HP BATTERIE ORDINATEUR 4730S/PR08,BATTERIE ORDINATEUR PORTABLE,10000,1
HP500,BATORDPOR,HP BATTERIE ORDINATEUR 500/520,BATTERIE ORDINATEUR PORTABLE,10000,2
HP510,BATORDPOR,HP BATTERIE ORDINATEUR 510 HP 510/HP 530,BATTERIE ORDINATEUR PORTABLE,10000,6
HP5101LHAT,BATORDPOR,HP BATTERIE ORDINATEUR 5101/GC06,BATTERIE ORDINATEUR PORTABLE,25000,1
HP5220,BATORDPOR,HP BATTERIE ORDINATEUR 5220,BATTERIE ORDINATEUR PORTABLE,10000,0
HP5220M6,BATORDPOR,HP BATTERIE ORDINATEUR 5220M-6,BATTERIE ORDINATEUR PORTABLE,10000,5
HP5310,BATORDPOR,HP BATTERIE ORDIANTEUR 5320M/5310M/5320/5320/5320M / FL06 / FL04 /,BATTERIE ORDINATEUR PORTABLE,25000,4
HP5330,BATORDPOR,HP BATTERIE ORDINATEUR 5330,BATTERIE ORDINATEUR PORTABLE,10000,0
HP5330M,BATORDPOR,HP BATTERIE ORDINATEUR 5330M    PROBOOK 5330M / FN04/5330,BATTERIE ORDINATEUR PORTABLE,15000,0
HP5560,BATORDPOR,HP BATTERIE ORDINATEUR 5560,BATTERIE ORDINATEUR PORTABLE,10000,0
HP6440B,BATORDPOR,HP BATTERIE ORDINATEUR 6440B,BATTERIE ORDINATEUR PORTABLE,10000,0
HP6520S,BATORDPOR,HP BATTERIE ORDINATEUR 6520S/COMPAQ 515/510/511/516/540/541,BATTERIE ORDINATEUR PORTABLE,10000,8
HP6530B,BATORDPOR,HP BATTERIE ORDINATEUR 6530B/6535B/HSTNN-UB68/8440P/6735B/6930P/OB06,BATTERIE ORDINATEUR PORTABLE,10000,4
HP6720S,BATORDPOR,HP BATTERIE ORDINATEUR 6720S/HP 550/6720S/ DD06 / 6720S,BATTERIE ORDINATEUR PORTABLE,10000,1
HP8310P,BATORDPOR,HP BATTERIE ORDINATEUR 8310P,BATTERIE ORDINATEUR PORTABLE,10000,8
HP8310PBK,BATORDPOR,HP BATTERIE ORDINATEUR 8310PBK,BATTERIE ORDINATEUR PORTABLE,10000,0
HP8470P,BATORDPOR,HP BATTERIE ORDINATEUR 8470P/6360/8460P,BATTERIE ORDINATEUR PORTABLE,10000,0
HP8530P,BATORDPOR,HP BATTERIE ORDINATEUR 8530P/ELITE BOOK 8530P/8530W/8540P/8730P,BATTERIE ORDINATEUR PORTABLE,15000,1
HP8560W,BATORDPOR,HP BATTERIE ORDINATEUR 8560W,BATTERIE ORDINATEUR PORTABLE,10000,1
HP8760W,BATORDPOR,HP BATTERIE ORDINATEUR 8760W,BATTERIE ORDINATEUR PORTABLE,10000,10
HPAB06XL,BATORDPOR,HP BATTERIE ORDINATEUR AB06XL/HSTNN-DB8C,BATTERIE ORDINATEUR PORTABLE,20000,1
HPAO04,BATORDPOR,HP BATTERIE ORDINATEUR AO04,BATTERIE ORDINATEUR PORTABLE,10000,12
HPAR08,BATORDPOR,HP BATTERIE ORDINATEUR AR08 SERIES HP ZBOOK 15 MOBIL,BATTERIE ORDINATEUR PORTABLE,10000,0
HPB1900,BATORDPOR,HP BATTERIE ORDNATEUR B1900,BATTERIE ORDINATEUR PORTABLE,10000,2
HPBG06XL,BATORDPOR,HP BATTERIE ORDINATEUR BG06XL,BATTERIE ORDINATEUR PORTABLE,20000,0
HPBI03XL,BATORDPOR,HP BATTERIE ORDINATEUR BI03XL/ON03XL/HSTNN-UB6W,BATTERIE ORDINATEUR PORTABLE,20000,2
HPBL06,BATORDPOR,HP BATTERIE ORDINATEUR BL06/BL06XL,BATTERIE ORDINATEUR PORTABLE,25000,0
HPBP02XL,BATORDPOR,HP BATTERIE ORDINATEUR BP02XL/ BP02041XL /HSTNN-LB7H,BATTERIE ORDINATEUR PORTABLE,15000,2
HPBR04XL,BATORDPOR,HP BATTERIE ORDINATEUR BR04XL,BATTERIE ORDINATEUR PORTABLE,25000,6
HPBT04XL,BATORDPOR,HP BATTERIE ORDINATEUR BT04XL/BT04/BA06/BA06XL/ / 9470M / 9480M /,BATTERIE ORDINATEUR PORTABLE,20000,2
HPCA06,BATORDPOR,HP BATTERIE ORDINATEUR CA06/CA09 645 G1 /,BATTERIE ORDINATEUR PORTABLE,10000,0
HPCC06,BATORDPOR,HP BATTERIE ORDINATEUR CC06 / HCC03 /,BATTERIE ORDINATEUR PORTABLE,10000,0
HPCM03XL,BATORDPOR,HP BATTERIE ORDINATEUR CM03XL / 840 G1 /,BATTERIE ORDINATEUR PORTABLE,20000,0
HPCS03XL,BATORDPOR,HP BATTERIE ORDINATEUR CS03XL/745 G3/ 840 G2/ 850 G3....,BATTERIE ORDINATEUR PORTABLE,20000,0
HPD1900,BATORDPOR,HP BATTERIE ORDINATEUR D1900,BATTERIE ORDINATEUR PORTABLE,10000,0
HPDB06XL,BATORDPOR,HP BATTERIE ORDINATEUR DB06XL/DB03 / LB6Q /,BATTERIE ORDINATEUR PORTABLE,10000,0
HPDM16,BATORDPOR,HP BATTERIE ORDINATEUR DM1-6 / mini311 /pt06,BATTERIE ORDINATEUR PORTABLE,10000,0
HPDM33000,BATORDPOR,HP BATTERIE ORDINATEUR DM3-3000 3S2,BATTERIE ORDINATEUR PORTABLE,10000,2
HPDM4,BATORDPOR,HP BATTERIE ORDINATEUR DM4/CQ42/MU06/CQ57,BATTERIE ORDINATEUR PORTABLE,10000,0
HPDMI-3000,BATORDPOR,HP BATTERIE ORDINATEUR DM1-3000,BATTERIE ORDINATEUR PORTABLE,10000,3
HPDV1000,BATORDPOR,HP BATTERIE ORDINATEUR DV1000/DV4200/DV4200CTO/DV42000EA,BATTERIE ORDINATEUR PORTABLE,10000,3
HPDV2000,BATORDPOR,HP BATTERIE ORDINATEUR DV2000/ A900/C700EM/C700ET/C700LA,BATTERIE ORDINATEUR PORTABLE,10000,11
HPDV3000,BATORDPOR,HP BATTERIE ORDINATEUR DV3000,BATTERIE ORDINATEUR PORTABLE,10000,10
HPDV32000,BATORDPOR,HP BATTERIE ORDINATEUR DV3-2000,BATTERIE ORDINATEUR PORTABLE,10000,3
HPDV33000,BATORDPOR,HP BATTERIE ORDINATEUR DV3-3000,BATTERIE ORDINATEUR PORTABLE,10000,1
HPDV4,BATORDPOR,HP BATTERIE ORDINAT DV4/PRESARIO CQ40/CQ4-305AU/CQ40-313AX/CQ40-315AX,BATTERIE ORDINATEUR PORTABLE,10000,1
HPDV45000,BATORDPOR,HP BATTERIE ORDINATEUR DV4-5000 DV4-5099 DV6-7000 DV6-7099 / MO06,BATTERIE ORDINATEUR PORTABLE,10000,0
HPDV78,BATORDPOR,HP BATTERIE ORDINATEUR DV7-8,BATTERIE ORDINATEUR PORTABLE,10000,0
HPDV8000,BATORDPOR,HP BATTERIE ORDINATEUR DV8000/DV8000SERIES/DV8000T/DV8000Z,BATTERIE ORDINATEUR PORTABLE,10000,4
HPDV9000,BATORDPOR,HP BATTERIE ORDINATEUR DV9000/DV9000EA/DV9000 SERIE/DV9000T,BATTERIE ORDINATEUR PORTABLE,10000,0
HPEL04,BATORDPOR,HP BATTERIE ORDINATEUR EL04/EL04XL/HSTNN-IB3R,BATTERIE ORDINATEUR PORTABLE,20000,9
HPF2098A,BATORDPOR,HP BATTERIE ORDINATEUR F2098A,BATTERIE ORDINATEUR PORTABLE,10000,0
HPF4809A,BATORDPOR,HP BATTERIE ORDINATEUR F4809A,BATTERIE ORDINATEUR PORTABLE,10000,0
HPFP06,BATORDPOR,HP BATTERIE ORDINATEUR FP06/PROBOOK 450 G1/G2/PROBOOK 440 G1 ...,BATTERIE ORDINATEUR PORTABLE,10000,0
HPHD04XL,BATORDPOR,HP BATTERIE ORDINATEUR HD04XL/HSTNN-IB3V/TPN-C104,BATTERIE ORDINATEUR PORTABLE,30000,1
HPHDMI6,BATORDPOR,HP BATTERIE ORDINATEUR HDMI6,BATTERIE ORDINATEUR PORTABLE,10000,0
HPHS04,BATORDPOR,HP BATTERIE ORDINATEUR HS04 HP 240 G4 NOTEBOOK PC HP 245 G4 /HS03,BATTERIE ORDINATEUR PORTABLE,10000,0
HPHV02XL,BATORDPOR,HP BATTERIE ORDINATEUR HV02XL,BATTERIE ORDINATEUR PORTABLE,20000,5
HPHY04,BATORDPOR,HP BATTERIE ORDINATEUR HY04 HP PAVILLON TOUCHSMART SLEEKBOOK 14 SERIE,BATTERIE ORDINATEUR PORTABLE,10000,31
HPJC04,BATORDPOR,HP BATTERIE ORDINATEUR  JC04 / JC03 /,BATTERIE ORDINATEUR PORTABLE,10000,0
HPK104,BATORDPOR,HP BATTERIE ORDINATEUR K104,BATTERIE ORDINATEUR PORTABLE,10000,0
HPKB06XL,BATORDPOR,HP BATTERIE ORDINATEUR KB06XL/HSTNN-DB7R,BATTERIE ORDINATEUR PORTABLE,25000,1
HPKI04,BATORDPOR,"HP BATTERIE ORDINATEUR KI04 PAVILLON 14-AB005TU, P 14-AB012TX, P 14-",BATTERIE ORDINATEUR PORTABLE,10000,0
HPKP03,BATORDPOR,HP BATTERIE ORDINATEUR KP03,BATTERIE ORDINATEUR PORTABLE,15000,12
HPLA03,BATORDPOR,HP BATTERIE ORDINATEUR LA03 14-Y   15-F,BATTERIE ORDINATEUR PORTABLE,10000,0
HPLA04,BATORDPOR,HP BATTERIE ORDINATEUR LA04 / LA03DF /LA03,BATTERIE ORDINATEUR PORTABLE,10000,0
HPLU06,BATORDPOR,HP BATTERIE ORDINATEUR LU06,BATTERIE ORDINATEUR PORTABLE,10000,9
HPLV06,BATORDPOR,HP BATTERIE ORDINATEUR LV06,BATTERIE ORDINATEUR PORTABLE,10000,0
